city,region,country,rank_display,institution,location code,size,focus,research,status,ar_score,er_score,fsr_score,cpf_score,ifr_score,isr_score,irn_score,ger_score,sus_score,overall_score,year,cost_of_living_index,rent_index,cost_of_living_plus_rent_index,groceries_index,restaurant_price_index,local_purchasing_power_index,check_city,longitude,latitude
Dalian,Asia,China,491,Dalian University of Technology,CN,XL,CO,VH,A,9.1,3.2,16.8,79.8,12.2,3.2,16.3,13.7,8.7,23.5,2024,34.1,13.4,24.3,37.6,21,60.5,no,121.5094182,38.98754108
Buffalo,North America,United States,491,University at Buffalo SUNY,US,L,FC,VH,A,18,8.3,7.8,37.2,42.8,33.3,23.3,24.6,50.6,23.5,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-78.91334128,42.9543922
Iowa City,North America,United States,491,University of Iowa,US,L,FC,VH,A,19.9,11.2,48.2,20.9,22.3,4.6,51.3,22.1,38.4,23.5,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-91.55755202,41.66270777
Seoul,Asia,South Korea,494,Chung-Ang University (CAU),KR,L,FC,VH,B,19.8,36.2,69.5,8.9,13.8,36.3,1.7,12.8,2.5,23.4,2024,70.3,29.1,50.8,92.1,37.4,91.3,yes,126.7624492,37.25622136
Changsha,Asia,China,494,Hunan University ,CN,XL,CO,VH,A,8.6,8.4,13.8,82,4.9,1.9,3.8,18.7,7,23.4,2024,34.1,13.4,24.3,37.6,21,60.5,no,112.9413751,28.17891497
Troy,North America,United States,494,Rensselaer Polytechnic Institute,US,M,CO,VH,B,8.3,7,19.5,70.7,4,44.3,1.6,24.1,2.7,23.4,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-73.68146332,42.72976277
Seville,Europe,Spain,494,Universidad de Sevilla,ES,XL,FC,VH,A,38.8,10.4,16.7,8.5,3.6,16,82,8,29.1,23.4,2024,48.4,23.6,36.6,45.1,44,78.2,no,-5.993805624,37.38075787
Seoul,Asia,South Korea,498,Ewha Womans University,KR,L,FC,HI,B,26.7,23,77.4,7.7,7.8,19.8,1.6,15.3,6.9,23.2,2024,70.3,29.1,50.8,92.1,37.4,91.3,yes,126.944259,37.56185877
Coleraine,Europe,United Kingdom,498,Ulster University,UK,L,CO,VH,A,8.4,13,11.9,12.1,100,90.5,38.5,11.6,63.7,23.2,2024,63.7,33.5,49.4,55.5,63.9,90.1,no,-7.922496104,54.87004979
Newark,North America,United States,498,University of Delaware,US,L,CO,VH,A,10.3,7.9,6.9,59.1,36.3,13.7,28.2,19.8,31.8,23.2,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-75.75318632,39.67795037
Amman,Asia,Jordan,498,University of Jordan,JO,XL,FC,HI,A,29.1,38.8,17.4,3.3,20.6,34.1,13.8,29.8,28.9,23.2,2024,44.5,8.8,27.5,38,36.7,36,yes,35.86697068,32.01610477
